review_text,sentiment
"I'm not impressed, it was slow getting into it then leaves you with a cliff hanger..that I hate!! Everyone has their opinion.",neutral
Have only used this product for a few days but can already see a temporary difference as so far when the product completely absorbs then I still see the same wrinkles. Am hoping that time will give a different result and wrinkles will lessen.,positive
The bean bags started to fall apart after few throws. The boards seem sturdy enough,neutral
We never got it. We went to Walmart and paid their crazy price plz refund to card thankyou or send replacement,neutral
This was very bright. I did return it because I needed something not so ornate.,neutral
The sticker stating the back of the protector was stuck to the glass and left a gooey stain that I couldn't remove. I didn't return because the 2nd one was OK.,neutral
The biggest drawback for this Moto Mod is that it is only a vent mount. The second drawback is that it will not clamp tightly onto a vertical vent. In order to get this to stay put I modified my vent so that the clamp engages the vent more. It does hold the phone securely (Moto Z2 Play).,neutral
Love it! Superb quality!,positive
"Well one of them worked! The other did not. When I stick it in, my gear shift tell me-bad key. Will have to send back for another one.",neutral
"Good quality but too narrow. Size says E which I thought was wider than regular but no, too narrow.",neutral
"This worked for a couple days and then just stopped for no apparent reason. Poor construction as well...the lightening plug is flimsy and started to break off after just a couple of uses. There has to be better options on the market, but I would not recommend this one.",negative
"Bought this light blue case and because of it's light color it gets dirty very fast, and doesn't clean off very well. Have had it replaced with the warranty twice, and they new ones STILL came apart. Speck is not as good as it was years ago when I first got my Iphone 6.",neutral
"It fits to my calculator,cables and other accessories well.It is protective and important to my calculator.",positive
The item was shipped in poor packaging and had some damage. The items were not damaged. I thought the description stated that these were outdoor lights. They are not. They work fine and am satisfied with them.,neutral
Material is flimsy. Also you have to put it together. It's just okay...,neutral
It’s nice and handy but it slips off after so many times of moving it to different positions,neutral
Product smells nice but leaves my hair dry.,neutral
Haven't actually used it for fishing. It was purchased for an emergency kit. Seems to work well when dry tested.,neutral
Worked faster than expected.. No complaints and easy to use.,positive
I will never ice fish again without this flasher. It's so much fun targeting certain species and then being able to see the lines stack up and work the jig until you see it snack it and it's such a blast and this has the capabilities to do all types of depths and is very easy to use.,positive
Not effective. At all. Tried to modify it to make it effective and now I can't even return it for a refund. Do not waste your money.,negative
Product never worked. I do not recommend.,negative
Very cool game. My almost four year old loves it. There are different levels of games so she will be able to use it for awhile.,positive
I don’t know if this works....Even after several month of using same product. I still have small roaches.,neutral
"This roomy little seat is a perfect and easy to use bathtime helper to keep your little one from slumping down into the bath water. It installs and removes quickly and easily, and the suction cup stabilizers are super strong on a smooth surface. Be warned though, if your little one can extricate him- or herself from a Bumbo or other seat, they'll be able to easily get out of this one too.",positive
I gave this Bob Dylan guitar chord book to my adult son as a gift and he really loved it. The songs were easy to play.,positive
This broke as soon as I tried to put it up,negative
"It just doesn't work. The instructions say to turn the phone off and restart if it doesn't work. Well, guess what. Have done that, and it still doesn't work. Seriously, how can they sell something that doesn't work?",negative
These headphones replaced my latest Bose wireless earbuds. Sound quality with the Sony is outstanding.,positive
"I painted my front porch ceiling and wanted to replace the cheap contractor-grade fixture with something nicer. I installed this myself with no problem. It's a little larger than I expected but is not out of proportion to my porch. Couldn't find exactly what I wanted locally, glad Amazon had this",positive
The lid is pointless except to keep the heat in for 15 minutes or so. Otherwise it just gets in the way. I really wish it had a seal of some kind.,neutral
"This review properly includes the trilogy as a whole. There is some good action, but the characters and character development and the situations and the world in which they take place are amazing.",positive
Works well and easy to apply.,positive
Bought multiple. Most of the charging cords didn’t work. Didn’t contact the manufacturer. Better designs exist out there these days. With a new cord it works as advertised though.,neutral
Covers much more surface area then traditional goggles,positive
Put this over the faucet without realizing the pull up shower control would prevent it from coming off. Will need to cut it off. If you don't have a pull up stick on your faucet this will work great. My grandchildren love it.,neutral
the handle came apart the second time we used it and it was leaking from somewhere. too bad....,negative
"The highlighters are easy on the eyes, however the bleed through is a little over the top.",positive
"Super cute shoes that don’t look as inexpensive as they are! BUT listen to all of the reviews. THEY RUN SMALL. I am an 8 1/2, sometimes 9. I ordered a size 9 to be safe and they are way too small.",neutral
Great server cue and delivery,positive
Easy for placement and enough to self up most of my kitchen,positive
"Broke after 3 minutes both,my kids 7 y.o.",negative
"The other reviews warned about the manual. they were right, it basically just tells you that it's a camera. There are 2 buttons, one on each side with the letter M. neither of which brings you to menu. So it's difficult to set the time or use any of it's features. I will be returning mine.",neutral
I’ve had this “lifetime guarantee” cable for all of 5 weeks and it’s already starting to shred!!!,negative
"Unlike some of the reviews here, i don't think there is an easy or accurate way to measure the product impact. It felt like making an impact but as some had said, it caused digestion issues and I had to stop using it.",neutral
"It's okay. Very hard to change shaving habits. I gave it a try for a month and after becoming accustomed to how to angle the blade and graduating to a sharper blade even, I cant say I would recommend this razor unless you want to devote A LOT of time to your shaving regimen. It does nothing special that any other razor wouldnt do. You cannot do a quick shave so if you're in a hurry forget about it unless you want deep lacerations lol. The best part about this razor is it's good for the environment. I'm trying to cut down on waste but unfortunately will be going back to my old razor until I find another alternative. The blades that come with this razor did not make for a smooth shaven I had bumps and razor burn immediately after shave. My legs and other private areas were not smooth as they usually are with other razors. Even after purchasing a higher quality blade, I could not achieve a close shave. I also tried various creams and lotions and exfoliating prior to my shave, etc. You will cut yourself the first time so be prepared. Unfortunately just as I learned how to use this razor I am outside of the return window and am now stuck with a $40 loss. I wouldnt recommend this over any other safety razor. Also the handle is very short. I have shaved my entire body with this thing and while I did so safely, it took twice as long and the shave was not close. Also I did multiple passes with the highest quality razor and still did not get all the hair or bumps.",negative
"Great item, fast shipper. Product is just as advertised and I am well pleased. Greatly recommend this product to anyone, good quality.",positive
Maybe good for recipes but I found it still had grit or sediment when I thought I was blended.,negative
"They work, but I should have paid attention as they took Too long time for shipping.",neutral
"These are very handy for organizing when packing. I was able to put them to use last night when my son stayed overnight at my parents. Usually his bag is full of toys and makes it difficult to get around them to his clothes, but I put all he needed in just the middle size packing cube and threw that in his bag, making it very easy to, rather than the usual digging around for socks, etc.",positive
"IT WAS PRETTY, BUT COULDN'T INSTALL IT! NEVER SEEN ANYTHING LIKE IT, WOULDNT REACH INTO LIGHT SOCKET",negative
I’m not a hard guy to please but just seems like it could have been build much better. I wound up buying another one from another company and I’ll keep it but will he got a back up collecting dust in a box. Good idea just a swing and a miss on quality.,neutral
"Looks better in person. Love the shine it has, expecially in the sun!!!! Would recommend anyone to buy this. Good quality",positive
So I love how these jars look on my counter. Unfortunately the opening is not large enough to fit a measuring cup in when I’m baking. I like how they look so I’m keeping them out however the aren’t useful for the avid baker.,neutral
Expected them to be looser,neutral
button started to stick in after only 2 months of light use.,neutral
Finish was cheap but the price was cheap as well,neutral
Constant buzzing. This thing is dangerous. It about blew my ear drums out. DO NOT BUY.,negative
I’ve finally found something that keeps my two standard poodle puppies occupied for HOURS! Best toy/treat dispenser ever!,positive
Don't remember what this is for.,negative
"This is a 50"" tv not a 55"" I contacted seller and they offered me $40.00 off. $40.00 off is a joke on 5"" different size TV. They know they have listed it wrong but still haven't changed their description. Customer service is horrible.",negative
"Watch the online video on how to replace blades. Once I did, it was easy and fast.",positive
The winder looked good but was not as quiet as I expected.,neutral
"The Air Pods do not fit in the case with the ear hooks on. Also, it’s difficult/tricky to figure out how to apply the ear hooks to the Air Pods. I can’t imagine that I will ever remove and reapply the ear hooks again. I’m not sure what I’ll do about using the case. I’m very satisfied with the other accessories in the kit.",neutral
"This dryer is really quiet. The problem I have with it is that it left my hair too soft. My hair would not hold a style. This would be a great dryer for someone with thick straight hair. Hair would be super soft, but if you have shorter hair and want to style it, this isn't the dryer for you.",neutral
really poor fit as well as terrible quality material. paid almost $120 for this piece of garbage,negative
Like the taste of these a lot. Not super sweet but not bitter.,positive
I can’t get it to work but I don’t have continuous internet. So I is my fault.,neutral
"Its wotk the first time but them it dosent, I want my money back.",negative
I always want to buy a sports bracelet for myself as a New Year gift. It's very fashionable. I like it.,positive
I just got this March 26th and it already broke. Changed batteries has soap and won’t do anything. Don’t buy this,negative
Was suppose to have screen protector did not have one !!!,neutral
"Rarely do I write a less than favorable review, but in this case, the product itself was fine however when it did not arrive in time and meet my needs, I found the need to return it. After discussions with the seller he agreed to refund but shipping was my cost and responsibility. When I asked for clarification about this, as it was not easily seen under the product listing, I was told by the seller that shipping is At the responsibility and cost of the purchaser who chose to return, as that is the way the seller can keep his products more affordable. The cost for me to return this was almost equal to the cost of purchasing it in the first place. This information should be made VERY apparent to someone considering purchasing this product or anything from this particular company. Despite that the product itself may be excellent, return policy, particularly with the shipping is very expensive, in my opinion not worth the consideration of business with this particular company at all!",negative
"Easily the worst game I ever played. Since well like ever. Bad camera dynamics, driving is slow as watching grass grow and basically pointless. Faster paced game similar to this would be a blast but it is just not well developed. One look inside the cockpit view while driving should about sum it up.",negative
The Suction is not that strong,neutral
"Stopped working after 1 week. No way to chage batteries, if that is the issue.",negative
"It would be good if not for an annoying problem with the volume As other reviewer note the volume goes from low to high abruptly, sometimes I have to put it very low because if try to raise it turns it very loud So I guess there's a problem with quality control somehow Better avoid the radio and look other alternative",negative
The case is great but there seems to be an issue with the battery.,neutral
"I planted seeds in pot on kitchen counter, gave water. Shazam, got greens snipped and ate. Numb. With damp paper towel to sprout.",positive
"Okay, but not as good as Trader Joe's.",neutral
I could not send a video to friend. I Sent a video but the recipient could not view it. Not good.,negative
"I find out what ive order is a fake mk watch no logo at the back of the watch like the original youll find it clear together with the number, i just waste my money all i thought it was original",negative
"Very nice, until my wreath blew down, hook and all",neutral
Did not work with my iPhone 7 or iPhone 8. This item is trash - do NOT buy!,negative
Not my favorite Carrier Fisher book (God rest her.),neutral
I like it but wish it could dig deeper. Built well.,neutral
"This is a good product. Nothing spectacular, but works. It is a bit of a pill to ensure your curtain is properly clipped in. Also, you have to be careful, as you may stretch or tear your curtain. One was perfectly tensioned, while the other was not (???).",neutral
"The clamps work just fine if you used them with light weight, for example: snatches, cleans, deadlifts, etc from around 135 lbs and a little +. However, if you use more weight on these movements and you let the barbell fall, the clamps will come off and the discs won’t be secured. I guess for the price you get what you pay for, but would be smart to remember that safety is always first.",neutral
This was a gift for my Niece and she loved it,positive
"The scent of this item gets 5 stars, thats about it. Blew through 1 bar in a week in the shower. Longevity is crap for this price point.",neutral
I purchased this brush and when I received it it was stained Almost as if it had already been used and I was not able to return it.,negative
"One worked perfectly, but the other one has a slight leak and we end up with water underneath the filter.",neutral
"This is handy for working small knots in small areas, but for the really big knots or really tight muscles, it just doesn't have enough power.",neutral
nice very bright white light,positive
"Unfortunately I received a bad screen replacement , one of the wire band had splitter and made the home button/Touch ID is not functional. colors saturation is noticeably poor.",negative
Apparently 2 Billion is not very many in the world of probiotics,neutral
"I already wear Carhartt blue jeans and these shorts run a size small. I originally ordered what I wear in jeans but had to send them back and get the next size larger and those fit well. These are excellent shorts, well built and they feel very durable.",positive
"This book has lots of practice problems and useful explanations, but I find that the questions are a lot more advanced than the actual SAT questions and therefore not representative of the real test. For example, as I was taking the first practice test, there were at least 5 fairly challenging questions within the first 10 questions (these questions are typically easier and don’t involve advanced topics). Overall it’s helpful but perhaps overkill.",neutral
This is a big bag. It held my 7.5 tree and 2 smaller accent trees easily. It was easy to use and zip up. The problem is there is no real definition of the bag so if your items shift the big can become larger on one side than the other. This became an issue for us when we tried to get the bag in the attic. It is a great price and would work great to store in a garage/closet but in and out of the attic not so great.,neutral
I sent them back for return.,neutral
"Maybe just me, but I broke both screen savers in a matter of minutes trying to position them correctly on the car's screen. I've put glass screen protectors on my cell phone and tablet with no problems. Not nearly so easy with this product. I could not get the protector squared correctly, nor could I get air bubbles out once it was on the screen halfway square. I do think it would proved great protection if you're not picky about appearances.",negative
"I would love to write a review, however, I never received my order.",negative
Made a perfect gift!,positive
Well made. Good price. I was pleased that It was a well received gift.,positive
"I wanted to like this item. The appearance was great. Mostly just wanted a simple step counter. This one added steps randomly. I met my daily step count while charging it and doing desk work! I would have given less than 1 star rating, but it wasn’t an option. You get what you pay for! Sent it back immediately!",negative
"Ugly and cheap looking, couldn’t do anything to it",negative
"Either the power cords or the internal wiring on these lights is faulty. Both of them will flicker unless the cord is positioned in an exact angle. I have to tape them up to keep them in the correct position where it doesn't flicker. Using the remote is more of a hassle than it's worth, I have to click it over and over again in order to get the commands to register on the light units. Frustrating thought it was going to be nice.",negative
Very thin. My son likes them,neutral
Very small and really bad smell,neutral
"Size, 9 and 1/2 very convenient. Excellent product.",positive
"Great idea, but doesn’t work that well. I’ve tried it in two cars and both times, it will get loose and come off after a few times. The latch that you snap in the back doesn’t seem to be tight enough. It’s a great idea though and otherwise well made, I just wish I could get it to stay on the vent tighter.",neutral
"I just got it, and the depth is not 3.75"" as stated. It's more like 2.5"". If you're gonna lie about your product, don't make it about something as easy to verify as dimensions.",negative
My child did not like at all the flavor. Texture is weird,negative
"Save us the time & money to the groomer, helps a lot that our dog is passive! Overall, it's a great investment!",positive
Programmed easily and worked fine for 6 months before it stopped working. I've tried re-programming. I've changed the battery. It's just dead.,negative
"My daughter loves science, and she absolutely loves dissecting these owl pellets to see what bones she will find!",positive
"Aukey did not stand behind their product. In less than 4 months both ports of this charger quit quick charging. One after the other. The charger is now only a normal charger. I did not order a normal charger thus this product is not doing the job it was purchased to do. Enclosed is a picture of what Aukey offered for reimbursement. Offering an $8 reimbursement for this product is not acceptable. The purchase price was $38. If Aukey decides to do the right thing, stand behind it's product, and offers to reimburse the full retail price or offset a replacement I will change my review. Buyer beware.",negative
Great cheap rugs to throw down. Falling apart already but for the price I can't really complain.,neutral
'twas a gift to family member for keeping her blue tooth ear phones safe.,neutral
Beautifully made. Easy to remove extra link. Hasn’t come off since purchased. Excellent product. Would pay for an upgrade version in stainless.,positive
"Cat loves, easy to grow, grows fast!",positive
I did not get the filter.. I'm waiting for 4 month... anybody answer me...,negative
So good! Tastes just like Oreos and the wafer part was nice and crispy!,positive
Great fun at first. Then lost interest. Not certain if it was the book or if it was boredom.,neutral
Bought this for a sweet neighbor. She brought it back to me:(. It clicks and scratches and you can’t hear a thing:(. I missed the return window by 5 days:(. So sad:(,negative
Took seconds to put together and is a great size. Not big but not small. Perfect size for my 11mo to take naps!,positive
"Easy to assemble out of the box without instruction. Fits together snugly and disassembles easily even after use. The mesh bag for storage is heavier gauge cordage than you'd expect and it's roughly the size of a small camp cooking kit with room to fit fire starter and lighter in there as well. To light I used one cotton ball and small twigs, piled on larger ones. Started easily and, even with damp wood it worked well with a minimum of smoke. I tested it with a standard size camp coffee pot about two thirds full. It took awhile to get the rolling boil, expected given the amount of water, and probably about the same as a gas stove. Once a rolling boil was achieved it was easy to maintain feeding a few occasional sticks. Letting the flame burn down to the coals produced a simmer. No mistake, you do have to feed it frequently, about every two or three minutes but easy to do with the opening for that. The flame was similar to a gas stove once the flame was established. A little less uniform than a stove but controlled. Once the fire is out it cools fairly quickly and leaves only a fine cool ash that is easy to disperse in the woods. At a bit over a pound I wouldn't take it back packing but it has a place on every canoe or car camping trip. It's sturdy enough for cast iron on flat, solid ground. The base is broad but there are no stabilizing legs on the bottom to further guard against tipping. A few rocks around it would do well as long as it doesn't block the air flow from the base. All around highest ratings.",positive
"Omg I LOVE these! They are super thick, really soft and highly absorbent. They are just really high quality bandana bibs wonderful for jazzing up an outfit AND practical for catching drool or spit up. I cannot day enough good things about these bibs! If you are on the fence about which bandana bibs to get, look no further. This is the one! I will be ordering a bunch more of these!",positive
It taste weird but it does make me feel better,neutral
"I am just one person, but managed to unpack it and set it up, despite them saying two people are best to do what lifting and set up. I had some trouble trying to figure out how to attach the legs, but finally figured it out. You insert the assembly through a slot on the bottom of the screen. I had to phone tech support to get some of it working, and Sony online registration didn't work. My 2013 sound bar isn't supported, so I have to adjust the sound volume physically, not by the remote. The sound bar doesn't have a HDMI connection, so the remote can't adjust the sound. As far as 4K, I see little difference from my HD Panasonic. My movies in 4K aren't very sharp, although streaming 4K videos by some apps seems to be O.K. I do have a 60"" screen, much better than say my 50"" former TV, and it's a lot brighter than my 2007 Sony. I tried to hook up my computer by HDMI cable, but for some reason it didn't seem to work. I may try that again, but I'll have to see. All in all, if I had known that this was so disappointing, I'd have saved my money. Subjectively, the image quality of my older Panasonic seems just as good, and 4K looks to be not worth it. As a return would be such a hassle, being that the box gets somewhat destroyed as you unpack it, my advice is not to get this. Unless you have to have the latest and greatest, save your money. The sound level varies from what usage, so the remote not working with my sound bar is a reason for me favoring never having bought this in the first place.",neutral
I haven’t worn these yet but I did try them on for a few minutes. Definitely are sticky and also hold you up. I’m anxious to see how long they last.,neutral
After one month of use it literally exploded and never worked again. I used to think that this was a good brand but not anymore.,negative
Was charged but it never arrived.,negative
Overall it’s a nice case. I purchased it for my six year old. He dropped it a few times which I expected. The tablet wasn’t harmed at all. The piece in the back however stopped turning and the kick stand broke so it no longer sits up.,neutral
"I was intending to use it to make a corkboard in my office. They're nicely shaped and sticky, but way too thin to actually use as a corkboard. I suppose if you were using them for coasters or other protective uses they'd work well.",neutral
I wish that I could give these 5 stars because my dogs love them as treats but they didn't travel well to my house. They were in pieces when we got them so it's not possible to give them the correct amount.,neutral
"I have replaced most of my quick connectors for my garden hoses with these connectors. They are very well built, are easy to use and they don't leak. So far I have purchased 4 sets.",positive
"Great price horrible wig, was not the wig pictured. Purchased two and both are completely different. Tangled as soon as it was applied. Very unsatisfied, false advertising.",negative
Very quickly had to plug it several times before it’s charging. Works good when new but pretty quick turned to be a hassle,negative
For the price not very sturdy,neutral
"Adding my voice to the others that were scammed on Black Friday. Just look at the positive reviews, none of them are verified purchases. This switcher doesn't even work, feels like a toy, and was sold at a misleading discount. Don't buy this, don't buy this, don't buy this.",negative
Doesn't work well at all.,negative
"Edit because a co-worker finally shows me how to apply these. Do watch youtube videos on how to put them on. Pros: The lashes are soft, long and impressive. I still can't apply them because my natural lashes are too short or something, but I should be fair to these lashes. They are fine! Cons: Can't cut them because of the magnets. So if you have smaller eyes than it might look strange.",neutral
Sorry to say for this boots I received 2 different size boots in the box and had to return it for a refund,neutral
"Just recieved mine. No complaints. If you haven't bought this yet just know that the material isn't stretchy to immediately fit your arm. Which is a good thing in my opinion. You can have the bracelet loose, fit, or tight.",positive
Wrong item was sent and I can’t complete it. Hoping I can get the correct peice sent to me.,negative
"The description stated this screen protector fit a iPhone 11 Pro Max. I was unable to get the screen guide to fit on my iPhone 11 Pro Max to install the screen protector. Maybe I just had a bad screen guide, I'm not sure. I was hoping this would have worked as I wanted the blue light filter for my phone. For the cost of the screen protector, it was worth the cost. As for the durability, I had no complaints. I didn't install it on my phone since I couldn't use the screen guide and sent everything back to Amazon. If you order this, maybe the company will have fixed it by then.",negative
I was disappointed at the fact that it was extremely dirty inside for being nicely wrappers in a plastic pouch. If I didn’t know any better I’d swear it was sitting in a shelf with out a plastic pouch before being shipped. When I received it i I placed a few napkins to show my mother and aunt where I intended to use it and see if it went with the decor/theme. When I pulled out the napkin it was filthy with dust and what seemed like grease when I rubbed the towel on it.,neutral
"This is one of my fav purchases on amazon, great value and I enjoyed it so much",positive
Simple and straightforward information with great references. I bought the Kindle version and love how the links to the studies are right there to click on. iThis book takes a complex subject and makes it easy to follow to get results.,positive
I use to use charcoal caplets which made a complete mess. This toothpaste does the same things better and less messy. I am a major coffee drinker and although I try and drink iced coffee through a straw I still get stains. This toothpaste is exactly what you need.,positive
"This looked like the perfect way to safely replace a burned out lightbulb located in a high ceiling, directly over stairs. It worked for the removal of the burnt out bulb, but not for installing a new LED bulb. The bulb has straighter sides, before tapering to the screw-in end. The holder didn't hold it as securely as needed, resulting in the bulb screwing in crooked. Then, I couldn't get the holder to grip it to unscrew the bulb. I ended up paying a handyman to do the job.",neutral
"The unit that we got stopped working after about a month. The seller was extremely responsive, offering both a refund and a replacement. They were very eager to make the situation right.",neutral
The heated part STINKS,neutral
God loved them they were hot together like he said his half of a whole his Ying to his yang I loved everything about this book I hope X and Raven stay together and get only stronger together one isn’t the other without the other they need each other loved this book it is dark but smoking,positive
"Nice toy, but too complicated for a 3 year old. He actually turned 3 in November , so maybe as he becomes older, he will enjoy it.",neutral
Really cute LEGO set,positive
These replaced an old pair of pampered chef oven mitts. So far I really like them and no longer worry about thumbs burning,positive
The movie keeps stopping.,negative
"Found it very hard to weld with this rod, I would not buy again",negative
Love this case. The outer rubber is softer than you would think from listing. Has lasted over a year with a teenager that chunks her tablet here and there and everywhere. Good purchase for price. Just as good if not better than pricier cases for fire HD 8,positive
NEVER RECEIVED ITEM after over 1 month!,negative
"It doesn't block RFID at all! Don't buy it, as it won't protect your cards or test for yourself if you already bought it. Easy test, place RFID badge in it and try to open a door with an RFID reader.",negative
"Bought for the child, but the font is very small. It's not at all comfortable to read. This is not a pocket poke? Why such a book size?",neutral
I picked this up for while traveling. The ability to just place my watch on it cuts out one cord and allows me to pack less and be more portable. I’m looking forward to taking this camping next year! Great product and works well.,positive
"It's been a while since i watched it, but i think i liked it.",positive
Good product and quick arrival,positive
I had these for maybe two weeks before the left ear bud popped out of the socket only being held on to by the wires.,negative
Worked perfect for my wedding tables,positive
One of the green pieces was missing out of the box and a few shapes were bent. Nothing too drastic but definitely below what I expected. Will update my review after I test them on some fruit.,neutral
Awesome product for the money,positive
"The top part of the mittens where the fingers go is slightly too big while the elastic that holds the mittens on is too small, giving my baby marks around her wrists. I’ve been tearing the elastic to keep it from hurting her, but then they don’t stay on. They are soft and they’re a good deal since so many come to a pack, but not worth it in my opinion because of the sizing.",neutral
"Irritates my eyes, makes them watery and blurs vision.",negative
"Love these. The sound quality is awesome. I work in a large office setting and hear everyone's conversations, they may get me in trouble since they really block the outside noise. I literally have to take them out to have a conversation and being they are magnetic, they won't fall off my neck when not in use.",positive
Purchased for our great nephew for Christmas. Perfect gift to drive young parents right up the wall.,neutral
"Liked the initial look. Put these on and immediately was uncomfortable. Seemed really tight, and not much arch support. Will wear them for a few days to see if the issues work out, but very skeptical based on what I’m seeing on the previous reviews. Hoping these work out.",neutral
"Loved the speediness of delivery. It took longer to add the add ons. In face, they are all still in the box.",neutral
"I am incredibly disappointed. I put this together using a youtube video because the directions are garbage, and for a while it was fine. The box was damaged in shipping so I threw it out. The first time I tried to use the table, it got progressively more unsteady. Something inside of it did not stay together and it got more and more wobbly each time I use it. There is nothing to tighten. In order to return it (for ""free""), I would have had to pay $27 to UPS because there was no suitable box to ship it in. When I contacted amazon about this they did nothing and now I am stuck with this crappy table. The company says that the warranty only covers parts so they can send me new parts (for what?!) but they won't take the table back. Extremely disappointed.",negative
"It’s definitely soft and cozy, but it is not a King comforter. It’s a bit too long and not nearly wide enough to cover a King sized bed. It works better as a duvet insert, but making the bed is cumbersome because it doesn’t fill the width of the duvet. It’s nice that it has loops at the corners to tie it into the duvet cover.",neutral
This was a really cool shield. My son was a Roman centurion for Halloween and this piece put the whole costume together. Everyone kept complimenting is costume and shield.,positive
It’s roomy enough for my 8 qt IP and accessories in the upper pocket. Made of very good quality materials and sturdy.,positive
Cancelled pistol order and never used. Seemed fine.,neutral
I bought these insoles because I have plantar fasciitis. I was hoping they would work because of the excruciating pain I suffer at the end of a long day of standing. They work!! So far my foot pain has decreased. I even use them when I and just walking around at home. I recommend this product.,positive
"I bought this because my son likes to add flavor to his water. I keep a Crystal Light one in my lunch bag so I’ll drink more water at work. I love anything peach flavor but this is just awful. I literally thought I had a cup that hadn’t had all the soap rinsed off. My son doesn’t seem to mind, but I won’t be buying this kind again.",negative
I bought this as an extra pair as i needed some longer cables to charge my Bluetooth speaker. The quality of the product is pretty good and i don’t see any harness issues even while tweaking the cable.,positive
Smaller than expected,neutral
"If you live in cold weather like I do, you want this! It's perfect for the cold and snow. I wore it for our community tree lighting and stayed toasty warm in the 20-degree night air. A great buy I expect I'll wear year after year.",positive
"She loved it, so much that she is considering using it for her wedding if it survives the parties. It’s made very well!",positive
"I was so looking forward to reading the 2nd book of The Silver Music Box, but was quckly disappointed as it is long and boring! The plot and ending was something you could figure out with no suprises!",negative
"Doesn't work. However, the seller has contacted me and offered a replacement. Replacement arrived and it works great. Just tilt and grinds your salt or pepper perfectly. Slanted spout ensures your spices make it into the dish and not all over the countertop or stove like other grinders.",negative
Very very very poor fit. Do not purchase.,negative
I purchased this for my daughter to help boost metabolism and suppress appetite; tried it myself ( wasn’t hungry most of the day) so purchased another bottle for a friend. Easy to swallow!,positive
"I love my Chico bags. I have 15-20 of them, both solids and prints, and I love them all. However, the image on this one peels off very quickly. They either didn't test this process, or they didn't care that it wouldn't last more than a couple of months.",negative
"It fits, it charges, it does what I bought it for.",neutral
I’m sure this would be great for others. It just wasn’t sturdy enough for my use.,neutral
"If you return the product, you are not automatically refunded for the policy. This is a disreputable setup.",negative
Backpack is fantastic granddaughter loves it.lots of space sturdy zippers well made,positive
One star for speed. Docked four for defective chargers. Please TRIPLE check your items first.,negative
Works if you need to make ahead. Doesn’t save time it’s probably faster to refill billions individually.,neutral
It did t work after 3 uses! $7.95 “add on” so would cost more to send it back. What a rip off. DO NOT BUY THIS ITEM AT ANY PRICE.,negative
Excellent for small dogs that need to have wet and dry food mixed,positive
My boy really happy with this ball,positive
would have been a nice plate but mine came bent. seller stated they would send another but I never received it. Would not buy again from this seller.,neutral
Love this fence. Used for my rabbit pen.,positive
"Never got the chance to use! But packing it away, I managed to pull the bottom part out and can't get back in without some struggle. Someone else might have worked with this item and reviewed it.",neutral
"I use this product, along with the shampoo, on my own natural hair and hair extensions.",positive
"I stumbled on this documentary one day. I am thrilled I did. It is great to see how a whole town was effected and part of an amazing, ground breaking movie. I would love to say I meet Steven Spielberg. Thank you all for making this.",positive
"This is not worth buying, The foot petal is very poor quality. I will be trying to return. Bought it for a 9 year old birthday present, we have tried to use for 4 months off and on and it does not work steady. If your child wants to sew just buy a full size machine and let them work on quality equipment, it will give better success! I am a professional seamstress and was hopeful but.....wanted something more lite weight, not worth it!!",negative
These are not bad when used in conjunction with the roller.,neutral
I ordered this on Jan. 9th and within 3 months the underwire has ripped through the fabric and was jabbing me! Poorly made.,negative
This was a gift and worked out well.,positive
"Installed in about 2 hours due to location, still very easy. Unit lasted about a day. Verified voltage to unit. I don’t recommend this unit from a reliability stand point from my experience with it",negative
"Poorly written, poorly narrated",negative
"I hate this thing! Nothing comes out of it, no matter what I try, it just trickles out. Ridiculous.",negative
This is my first go at bullet journaling. The pages are really thick. My only complaint is that the binding ripped off!,neutral
The keep out the daylight great. Takes a while for the wrinkles to go away. Good value for the cost.,positive
Is was missing the tacks and Velcro I emailed the company and no reply,negative
I like it but the material is very stiff even after repeated washings.,neutral
"I like that it’s not painful- gentle suction. Because of the gentleness, it’s not as effective as other pumps.",neutral
I am pleased with my purchase so far. Cord length and sturdiness meet my expectations. Time will tell as for durability.,positive
Not compatible with my Walkie,negative
Bad rating due to huge white lettering on the butt of the suit. It’s a black morph suit that is ruined by the lettering. We were using it for a stick man costume - and now will have to find a way to cover up the white lettering.,negative
"Very ineffective cleaner. I don't know what ""super strength"" means and I don't think the manufacturer does either!",negative
they really make a difference when I have to stand all day,positive
This little light is great! They got this one right and I love it.,positive
"Tried many fish oil supplements, this one is the best by Sports Research. Thanks!",positive
Just received and it works as claimed. Price was great too. I highly recommend to anyone that has heavy gas cans that has trouble lifting.,positive
Light didn't work very long but the mirrors are as advertised,neutral
These are super cheaply made but I bought them for my growing kittens to see if they would even take to being on a harness before I invested in better ones.,neutral
"This was the second one I bought because the first one worked really well. I took it to a trip overseas, used it and left it with the family I was staying with. But this second one will not hold air. From the very first time I blew it up It keep losing air and I can’t find where the leak is coming from. One never knows with these products: the first one worked well, the second one not so good. And it’s too late for me to return it because I bought it a month before my guests arrived.",neutral
"The stamp print was larger than I expected; I am not sure if I did not read the specs well, but all was printed ok and arrived timely and price was good; I would prefer stamp smaller font and overall smaller endorsement but otherwise satisfactory",neutral
